"filter_level","retweeted","jDate","in_reply_to_screen_name","possibly_sensitive","truncated","lang","in_reply_to_status_id_str","id","extended_entities","in_reply_to_user_id_str","X_id","timestamp_ms","in_reply_to_status_id","created_at","favorite_count","place","coordinates","retweeted_status","text","contributors","geo","entities","source","favorited","in_reply_to_user_id","retweet_count","id_str","user","manual_class"
"medium","false","Sat Sep 20 22:18:56 MST 2014","Anaa_Celiaa","false","false","en","513557482997043200","5.1355796991798067E17","",459532726,"541e5fbe77da5f32ccbd7d21",1411276736136,"5.135574829970432E17","Sun Sep 21 05:18:56 +0000 2014",0,"","",NA,"“@Anaa_Celiaa: I'm about to shoot myself. That's how bored I am.”@NYPDnews",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ { ""screen_name"" : ""Anaa_Celiaa"" , ""name"" : ""PAPI_"" , ""id"" : 459532726 , ""id_str"" : ""459532726"" , ""indices"" : [ 1 , 13]} , { ""screen_name"" : ""NYPDnews"" , ""name"" : ""NYPD NEWS"" , ""id"" : 17393196 , ""id_str"" : ""17393196"" , ""indices"" : [ 65 , 74]}] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",459532726,0,"513557969917980673","{ ""id"" : 362200624 , ""id_str"" : ""362200624"" , ""name"" : ""Pusha B."" , ""screen_name"" : ""Shutyamouth_"" , ""location"" : """" , ""url"" : ""http://Instagram.com/Swagtana_"" , ""description"" : ""IM TRAPPED IN MY CONSCIOUS"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 466 , ""friends_count"" : 360 , ""listed_count"" : 1 , ""favourites_count"" : 5647 , ""statuses_count"" : 32157 , ""created_at"" : ""Fri Aug 26 00:52:40 +0000 2011"" , ""utc_offset"" : -14400 , ""time_zone"" : ""Eastern Time (US & Canada)"" , ""geo_enabled"" : true , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://pbs.twimg.com/profile_background_images/871729649/09696ca0f76b7105a77218534e406baf.jpeg"" , ""profile_background_image_url_https"" : ""https://pbs.twimg.com/profile_background_images/871729649/09696ca0f76b7105a77218534e406baf.jpeg"" , ""profile_background_tile"" : true , ""profile_link_color"" : ""B3001E"" , ""profile_sidebar_border_color"" : ""000000"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/513555825538105344/S3c4ZmS1_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/513555825538105344/S3c4ZmS1_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/362200624/1411140406"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:15 MST 2014","","false","false","en","","5.1355805282219213E17","",NA,"541e5fd177da5f32ccbd7d26",1411276755902,"","Sun Sep 21 05:19:15 +0000 2014",0,"","",NA,"cute couples make me want to die :)",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","false",NA,0,"513558052822192130","{ ""id"" : 352024825 , ""id_str"" : ""352024825"" , ""name"" : ""tatiana not maslany"" , ""screen_name"" : ""claraoswiin"" , ""location"" : """" , ""url"" : ""http://claraoswiin.co.vu"" , ""description"" : ""leader of the paul dierden defense squad. i met anna kendrick on 9/7/14 and i did not survive. pro-moffat, sqer, and not ouat-friendly. (c) @whoufie"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 1579 , ""friends_count"" : 1692 , ""listed_count"" : 28 , ""favourites_count"" : 15117 , ""statuses_count"" : 67361 , ""created_at"" : ""Wed Aug 10 01:40:26 +0000 2011"" , ""utc_offset"" : -18000 , ""time_zone"" : ""Quito"" , ""geo_enabled"" : true , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""DBE9ED"" , ""profile_background_image_url"" : ""http://pbs.twimg.com/profile_background_images/457669662415650816/rGO-Mq4p.jpeg"" , ""profile_background_image_url_https"" : ""https://pbs.twimg.com/profile_background_images/457669662415650816/rGO-Mq4p.jpeg"" , ""profile_background_tile"" : true , ""profile_link_color"" : ""CC3366"" , ""profile_sidebar_border_color"" : ""FFFFFF"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/512454621575397376/IFpw_htb_normal.png"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/512454621575397376/IFpw_htb_normal.png"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/352024825/1411013920"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:17 MST 2014","","false","false","en","","5.1355806150859162E17","{ ""media"" : [ { ""id"" : 4.2483623422646272E17 , ""id_str"" : ""424836234226462720"" , ""indices"" : [ 59 , 81] , ""media_url"" : ""http://pbs.twimg.com/media/BeVSTdzIcAAin8h.png"" , ""media_url_https"" : ""https://pbs.twimg.com/media/BeVSTdzIcAAin8h.png"" , ""url"" : ""http://t.co/cgUM8ZEKYA"" , ""display_url"" : ""pic.twitter.com/cgUM8ZEKYA"" , ""expanded_url"" : ""http://twitter.com/damnitstrue/status/424836234369073153/photo/1"" , ""type"" : ""photo"" , ""sizes"" : { ""large"" : { ""w"" : 500 , ""h"" : 320 , ""resize"" : ""fit""} , ""medium"" : { ""w"" : 500 , ""h"" : 320 , ""resize"" : ""fit""} , ""thumb"" : { ""w"" : 150 , ""h"" : 150 , ""resize"" : ""crop""} , ""small"" : { ""w"" : 340 , ""h"" : 217 , ""resize"" : ""fit""}} , ""source_status_id"" : 4.2483623436907315E17 , ""source_status_id_str"" : ""424836234369073153""}]}",NA,"541e5fd377da5f32ccbd7d27",1411276757973,"","Sun Sep 21 05:19:17 +0000 2014",0,"","",NA,"0wned by DodePersie #DodeOnTTI ~ Before I die, I want to.. http://t.co/cgUM8ZEKYA",NA,"","{ ""hashtags"" : [ { ""text"" : ""DodeOnTTI"" , ""indices"" : [ 20 , 30]}] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ] , ""media"" : [ { ""id"" : 4.2483623422646272E17 , ""id_str"" : ""424836234226462720"" , ""indices"" : [ 59 , 81] , ""media_url"" : ""http://pbs.twimg.com/media/BeVSTdzIcAAin8h.png"" , ""media_url_https"" : ""https://pbs.twimg.com/media/BeVSTdzIcAAin8h.png"" , ""url"" : ""http://t.co/cgUM8ZEKYA"" , ""display_url"" : ""pic.twitter.com/cgUM8ZEKYA"" , ""expanded_url"" : ""http://twitter.com/damnitstrue/status/424836234369073153/photo/1"" , ""type"" : ""photo"" , ""sizes"" : { ""large"" : { ""w"" : 500 , ""h"" : 320 , ""resize"" : ""fit""} , ""medium"" : { ""w"" : 500 , ""h"" : 320 , ""resize"" : ""fit""} , ""thumb"" : { ""w"" : 150 , ""h"" : 150 , ""resize"" : ""crop""} , ""small"" : { ""w"" : 340 , ""h"" : 217 , ""resize"" : ""fit""}} , ""source_status_id"" : 4.2483623436907315E17 , ""source_status_id_str"" : ""424836234369073153""}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","false",NA,0,"513558061508591618","{ ""id"" : 1886005657 , ""id_str"" : ""1886005657"" , ""name"" : ""Michele"" , ""screen_name"" : ""Chellie7777"" , ""location"" : """" , ""url"" :  null  , ""description"" :  null  , ""protected"" : false , ""verified"" : false , ""followers_count"" : 9 , ""friends_count"" : 308 , ""listed_count"" : 0 , ""favourites_count"" : 16 , ""statuses_count"" : 1305 , ""created_at"" : ""Fri Sep 20 09:34:59 +0000 2013"" , ""utc_offset"" :  null  , ""time_zone"" :  null  , ""geo_enabled"" : true , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_image_url_https"" : ""https://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_tile"" : false , ""profile_link_color"" : ""0084B4"" , ""profile_sidebar_border_color"" : ""C0DEED"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png"" , ""profile_image_url_https"" : ""https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png"" , ""default_profile"" : true , ""default_profile_image"" : true , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:26 MST 2014","","false","false","en","","5.1355809703856947E17","",NA,"541e5fdc77da5f32ccbd7d29",1411276766446,"","Sun Sep 21 05:19:26 +0000 2014",0,"{ ""id"" : ""0175c460041cce14"" , ""url"" : ""https://api.twitter.com/1.1/geo/id/0175c460041cce14.json"" , ""place_type"" : ""city"" , ""name"" : ""Waimakariri District"" , ""full_name"" : ""Waimakariri District"" , ""country_code"" : ""NZ"" , ""country"" : ""New Zealand"" , ""bounding_box"" : { ""type"" : ""Polygon"" , ""coordinates"" : [ [ [ 171.928397 , -43.460782] , [ 171.928397 , -42.954223] , [ 172.736331 , -42.954223] , [ 172.736331 , -43.460782]]]} , ""attributes"" : { }}","{ ""type"" : ""Point"" , ""coordinates"" : [ 172.578361 , -43.311436]}",NA,"Dora the explorer makes me want to shoot myself",NA,"{ ""type"" : ""Point"" , ""coordinates"" : [ -43.311436 , 172.578361]}","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",NA,0,"513558097038569472","{ ""id"" : 618782867 , ""id_str"" : ""618782867"" , ""name"" : ""cinnamon buns"" , ""screen_name"" : ""NiallHonestly"" , ""location"" : ""nz"" , ""url"" : ""https://m.facebook.com/olivia.mcfall.37?ref=bookmark"" , ""description"" : ""I don't ever ask you where you've been, and I don't feel the need too know who you with"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 29873 , ""friends_count"" : 19896 , ""listed_count"" : 131 , ""favourites_count"" : 2183 , ""statuses_count"" : 23380 , ""created_at"" : ""Tue Jun 26 06:04:50 +0000 2012"" , ""utc_offset"" : 43200 , ""time_zone"" : ""Auckland"" , ""geo_enabled"" : true , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""FFFFFF"" , ""profile_background_image_url"" : ""http://pbs.twimg.com/profile_background_images/446742200328540160/afbmxFmu.jpeg"" , ""profile_background_image_url_https"" : ""https://pbs.twimg.com/profile_background_images/446742200328540160/afbmxFmu.jpeg"" , ""profile_background_tile"" : true , ""profile_link_color"" : ""25CF42"" , ""profile_sidebar_border_color"" : ""000000"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/508168802538766336/McRE5Oio_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/508168802538766336/McRE5Oio_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/618782867/1409357669"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:27 MST 2014","","false","false","en","","5.1355810093126042E17","",NA,"541e5fdd77da5f32ccbd7d2a",1411276767372,"","Sun Sep 21 05:19:27 +0000 2014",0,"","",NA,"""When I die, I want the UL football team to be my pallbearers so they can let me down one more time."" ������������ stuff you find on Yik Yak",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","false",NA,0,"513558100931260416","{ ""id"" : 548814632 , ""id_str"" : ""548814632"" , ""name"" : ""Ezra Boyd"" , ""screen_name"" : ""ezzy_ez6"" , ""location"" : ""Louisiana "" , ""url"" :  null  , ""description"" : ""1/29/1994 Louisiana State PBL VP #teamUL #kneegrow #followback #Saints #Spurs #Pelicans Instagram: ezzy_ez"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 1018 , ""friends_count"" : 1074 , ""listed_count"" : 1 , ""favourites_count"" : 163 , ""statuses_count"" : 11375 , ""created_at"" : ""Mon Apr 09 00:20:08 +0000 2012"" , ""utc_offset"" : -14400 , ""time_zone"" : ""Eastern Time (US & Canada)"" , ""geo_enabled"" : false , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_image_url_https"" : ""https://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_tile"" : false , ""profile_link_color"" : ""0084B4"" , ""profile_sidebar_border_color"" : ""C0DEED"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/490006766222979072/7pAn2wca_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/490006766222979072/7pAn2wca_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/548814632/1350936955"" , ""default_profile"" : true , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:30 MST 2014","Shutyamouth_","false","false","en","513557969917980673","5.1355811296472678E17","",362200624,"541e5fe077da5f32ccbd7d2c",1411276770242,"5.1355796991798067E17","Sun Sep 21 05:19:30 +0000 2014",0,"","",NA,"LMFAOOOO “@Shutyamouth_: “@Anaa_Celiaa: I'm about to shoot myself. That's how bored I am.”@NYPDnews”",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ { ""screen_name"" : ""Shutyamouth_"" , ""name"" : ""Pusha B."" , ""id"" : 362200624 , ""id_str"" : ""362200624"" , ""indices"" : [ 10 , 23]} , { ""screen_name"" : ""Anaa_Celiaa"" , ""name"" : ""PAPI_"" , ""id"" : 459532726 , ""id_str"" : ""459532726"" , ""indices"" : [ 26 , 38]} , { ""screen_name"" : ""NYPDnews"" , ""name"" : ""NYPD NEWS"" , ""id"" : 17393196 , ""id_str"" : ""17393196"" , ""indices"" : [ 90 , 99]}] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",362200624,0,"513558112964726785","{ ""id"" : 459532726 , ""id_str"" : ""459532726"" , ""name"" : ""PAPI_"" , ""screen_name"" : ""Anaa_Celiaa"" , ""location"" : ""IG: Ana_Celia "" , ""url"" :  null  , ""description"" : ""Volleyball is life ღ #4"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 1406 , ""friends_count"" : 640 , ""listed_count"" : 2 , ""favourites_count"" : 8899 , ""statuses_count"" : 43709 , ""created_at"" : ""Mon Jan 09 19:39:06 +0000 2012"" , ""utc_offset"" : -18000 , ""time_zone"" : ""Central Time (US & Canada)"" , ""geo_enabled"" : true , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_image_url_https"" : ""https://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_tile"" : false , ""profile_link_color"" : ""0084B4"" , ""profile_sidebar_border_color"" : ""C0DEED"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/512478125905956864/Ov156lk3_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/512478125905956864/Ov156lk3_normal.jpeg"" , ""default_profile"" : true , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:29 MST 2014","","false","false","en","","5.1355811144639693E17","{ ""media"" : [ { ""id"" : 5.1355811096364646E17 , ""id_str"" : ""513558110963646464"" , ""indices"" : [ 61 , 83] , ""media_url"" : ""http://pbs.twimg.com/media/ByCGYYeCQAA-i3R.jpg"" , ""media_url_https"" : ""https://pbs.twimg.com/media/ByCGYYeCQAA-i3R.jpg"" , ""url"" : ""http://t.co/NFTRzZq2lP"" , ""display_url"" : ""pic.twitter.com/NFTRzZq2lP"" , ""expanded_url"" : ""http://twitter.com/imaloserokay/status/513558111446396928/photo/1"" , ""type"" : ""photo"" , ""sizes"" : { ""medium"" : { ""w"" : 600 , ""h"" : 450 , ""resize"" : ""fit""} , ""large"" : { ""w"" : 1024 , ""h"" : 768 , ""resize"" : ""fit""} , ""thumb"" : { ""w"" : 150 , ""h"" : 150 , ""resize"" : ""crop""} , ""small"" : { ""w"" : 340 , ""h"" : 255 , ""resize"" : ""fit""}}}]}",NA,"541e5fe077da5f32ccbd7d2d",1411276769880,"","Sun Sep 21 05:19:29 +0000 2014",0,"","",NA,"look what I didn't have the money to buy today I want to die http://t.co/NFTRzZq2lP",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ] , ""media"" : [ { ""id"" : 5.1355811096364646E17 , ""id_str"" : ""513558110963646464"" , ""indices"" : [ 61 , 83] , ""media_url"" : ""http://pbs.twimg.com/media/ByCGYYeCQAA-i3R.jpg"" , ""media_url_https"" : ""https://pbs.twimg.com/media/ByCGYYeCQAA-i3R.jpg"" , ""url"" : ""http://t.co/NFTRzZq2lP"" , ""display_url"" : ""pic.twitter.com/NFTRzZq2lP"" , ""expanded_url"" : ""http://twitter.com/imaloserokay/status/513558111446396928/photo/1"" , ""type"" : ""photo"" , ""sizes"" : { ""medium"" : { ""w"" : 600 , ""h"" : 450 , ""resize"" : ""fit""} , ""large"" : { ""w"" : 1024 , ""h"" : 768 , ""resize"" : ""fit""} , ""thumb"" : { ""w"" : 150 , ""h"" : 150 , ""resize"" : ""crop""} , ""small"" : { ""w"" : 340 , ""h"" : 255 , ""resize"" : ""fit""}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",NA,0,"513558111446396928","{ ""id"" : 556516306 , ""id_str"" : ""556516306"" , ""name"" : ""karagen"" , ""screen_name"" : ""imaloserokay"" , ""location"" : """" , ""url"" : ""http://kara-gen.tumblr.com"" , ""description"" : ""I needed to change my bio bc it said im 17 but im not anymore but now idk what to put in here"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 132 , ""friends_count"" : 86 , ""listed_count"" : 1 , ""favourites_count"" : 340 , ""statuses_count"" : 8505 , ""created_at"" : ""Wed Apr 18 03:29:07 +0000 2012"" , ""utc_offset"" : -14400 , ""time_zone"" : ""Eastern Time (US & Canada)"" , ""geo_enabled"" : false , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://pbs.twimg.com/profile_background_images/886082217/e453bf63ef0248ee61ec3db295f11bc6.jpeg"" , ""profile_background_image_url_https"" : ""https://pbs.twimg.com/profile_background_images/886082217/e453bf63ef0248ee61ec3db295f11bc6.jpeg"" , ""profile_background_tile"" : true , ""profile_link_color"" : ""0084B4"" , ""profile_sidebar_border_color"" : ""FFFFFF"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/472211482600804352/WawSjDJX_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/472211482600804352/WawSjDJX_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/556516306/1402375291"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:32 MST 2014","","false","false","en","","5.135581228213289E17","",NA,"541e5fe277da5f32ccbd7d2f",1411276772592,"","Sun Sep 21 05:19:32 +0000 2014",0,"","",NA,"Touch my guitar... You must want to die lol jk jk",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",NA,0,"513558122821328897","{ ""id"" : 969339846 , ""id_str"" : ""969339846"" , ""name"" : ""ᒍᑌᔕTIᑎ ᗰᗩᖇTIᑎEᘔ"" , ""screen_name"" : ""OfficialPage_JM"" , ""location"" : ""NY•└A "" , ""url"" : ""http://Instagram.com/OfficialPage_JM"" , ""description"" : ""M O V I E S • M U S I C"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 23481 , ""friends_count"" : 309 , ""listed_count"" : 10 , ""favourites_count"" : 14119 , ""statuses_count"" : 49628 , ""created_at"" : ""Sun Nov 25 04:13:16 +0000 2012"" , ""utc_offset"" :  null  , ""time_zone"" :  null  , ""geo_enabled"" : false , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""C0DEED"" , ""profile_background_image_url"" : ""http://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_image_url_https"" : ""https://abs.twimg.com/images/themes/theme1/bg.png"" , ""profile_background_tile"" : false , ""profile_link_color"" : ""0084B4"" , ""profile_sidebar_border_color"" : ""C0DEED"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/513433732813176832/ndqhWQX5_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/513433732813176832/ndqhWQX5_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/969339846/1411234915"" , ""default_profile"" : true , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
"medium","false","Sat Sep 20 22:19:36 MST 2014","","false","false","en","","5.1355814014799462E17","",NA,"541e5fe677da5f32ccbd7d31",1411276776722,"","Sun Sep 21 05:19:36 +0000 2014",0,"","",NA,"quitting what makes you feel like shit is not a cowardly thing to do. its brave to not commit suicide.",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",NA,0,"513558140147994624","{ ""id"" : 1370843730 , ""id_str"" : ""1370843730"" , ""name"" : ""harley"" , ""screen_name"" : ""folkantihero"" , ""location"" : ""planet queer [they/them]"" , ""url"" : ""http://folkantihero.tumblr.com"" , ""description"" : ""•respect existence or expect resistance• harley. genderwhat/pansexual/poly. ac snow is my primary parter & corina kaiser is my wife"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 211 , ""friends_count"" : 190 , ""listed_count"" : 2 , ""favourites_count"" : 7220 , ""statuses_count"" : 11717 , ""created_at"" : ""Mon Apr 22 00:15:43 +0000 2013"" , ""utc_offset"" : -10800 , ""time_zone"" : ""Atlantic Time (Canada)"" , ""geo_enabled"" : false , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""4C1B7A"" , ""profile_background_image_url"" : ""http://pbs.twimg.com/profile_background_images/432628737142562816/9WM7kIEN.jpeg"" , ""profile_background_image_url_https"" : ""https://pbs.twimg.com/profile_background_images/432628737142562816/9WM7kIEN.jpeg"" , ""profile_background_tile"" : true , ""profile_link_color"" : ""F5A52C"" , ""profile_sidebar_border_color"" : ""FFFFFF"" , ""profile_sidebar_fill_color"" : ""DDEEF6"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/506990716325621760/T93So339_normal.png"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/506990716325621760/T93So339_normal.png"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/1370843730/1406844437"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",1
"medium","false","Sat Sep 20 22:19:46 MST 2014","","false","false","en","","5.1355818111376589E17","",NA,"541e5ff077da5f32ccbd7d32",1411276786489,"","Sun Sep 21 05:19:46 +0000 2014",0,"","",NA,"Writing essays make me want to die. Especially if they're 4 pages. ������������������������������������",NA,"","{ ""hashtags"" : [ ] , ""trends"" : [ ] , ""urls"" : [ ] , ""user_mentions"" : [ ] , ""symbols"" : [ ]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false",NA,0,"513558181113765888","{ ""id"" : 613142459 , ""id_str"" : ""613142459"" , ""name"" : ""amb"" , ""screen_name"" : ""ambersanch27"" , ""location"" : ""•3-31-12•"" , ""url"" :  null  , ""description"" : ""Lets go get boba"" , ""protected"" : false , ""verified"" : false , ""followers_count"" : 472 , ""friends_count"" : 324 , ""listed_count"" : 3 , ""favourites_count"" : 5591 , ""statuses_count"" : 10734 , ""created_at"" : ""Wed Jun 20 04:55:24 +0000 2012"" , ""utc_offset"" : -18000 , ""time_zone"" : ""Central Time (US & Canada)"" , ""geo_enabled"" : false , ""lang"" : ""en"" , ""contributors_enabled"" : false , ""is_translator"" : false , ""profile_background_color"" : ""EBEBEB"" , ""profile_background_image_url"" : ""http://abs.twimg.com/images/themes/theme7/bg.gif"" , ""profile_background_image_url_https"" : ""https://abs.twimg.com/images/themes/theme7/bg.gif"" , ""profile_background_tile"" : false , ""profile_link_color"" : ""990000"" , ""profile_sidebar_border_color"" : ""DFDFDF"" , ""profile_sidebar_fill_color"" : ""F3F3F3"" , ""profile_text_color"" : ""333333"" , ""profile_use_background_image"" : true , ""profile_image_url"" : ""http://pbs.twimg.com/profile_images/508154171984736256/fDKkqnfs_normal.jpeg"" , ""profile_image_url_https"" : ""https://pbs.twimg.com/profile_images/508154171984736256/fDKkqnfs_normal.jpeg"" , ""profile_banner_url"" : ""https://pbs.twimg.com/profile_banners/613142459/1410734167"" , ""default_profile"" : false , ""default_profile_image"" : false , ""following"" :  null  , ""follow_request_sent"" :  null  , ""notifications"" :  null }",0
